CreditScore,Geography,Gender,Age,EstimatedSalary,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Tenure
658,France,Female,24.0,84694.49,0.0,2,1,1,0,2
749,Germany,Male,66.0,195429.92,182532.23,2,1,1,0,6
654,France,Male,32.0,137898.57,0.0,2,1,1,0,6
623,France,Female,39.0,78774.36,160903.2,1,0,0,0,1
761,France,Female,33.0,148779.41,138053.79,2,0,0,0,6
627,France,Male,44.0,35300.08,153548.12,1,0,0,1,6
757,Germany,Male,31.0,197077.36,149085.9,2,1,1,0,8
695,Germany,Female,53.0,70140.8,95231.91,1,0,0,1,8
726,France,Male,34.0,196288.46,0.0,2,0,0,0,3
587,Spain,Male,41.0,1557.82,85109.21,1,0,0,0,8
605,Germany,Female,43.0,23970.13,125338.8,2,0,0,0,8
850,Spain,Male,62.0,180243.56,0.0,2,1,1,0,5
850,France,Female,38.0,148977.72,106831.69,1,1,1,0,0
751,France,Male,29.0,39934.41,159597.45,1,0,0,0,3
627,Germany,Female,37.0,133031.96,147361.57,1,1,1,0,7
736,France,Male,43.0,52856.88,176134.54,1,1,1,0,4
652,France,Female,74.0,937.15,0.0,2,1,1,0,5
627,France,Female,35.0,193022.44,0.0,2,1,1,0,7
636,France,Male,34.0,37490.84,84055.43,1,0,0,0,1
775,France,Male,60.0,111558.7,0.0,2,1,1,0,7
850,Spain,Female,45.0,5669.31,174088.3,4,0,0,1,5
850,Spain,Male,34.0,68106.29,199229.14,1,0,0,0,8
516,France,Male,37.0,101834.58,0.0,1,0,0,0,8
513,Spain,Female,42.0,73151.25,0.0,2,1,1,0,10
673,Germany,Female,69.0,37196.15,78833.15,2,1,1,0,3
564,France,Female,27.0,7819.76,0.0,1,0,0,0,6
636,France,Female,35.0,23129.46,0.0,2,1,1,0,2
712,France,Male,29.0,189680.79,102540.61,1,1,1,0,3
568,France,Male,51.0,66586.56,0.0,3,1,1,0,4
741,Spain,Male,43.0,2920.63,0.0,2,1,1,1,0
754,Germany,Female,39.0,87684.93,129401.87,1,1,1,0,8
709,France,Female,32.0,199418.02,0.0,2,1,1,0,7
510,France,Female,32.0,28515.17,0.0,2,1,1,0,1
716,Spain,Male,33.0,92916.53,0.0,2,1,1,0,2
607,Germany,Male,36.0,198313.69,106702.94,2,0,0,0,10
656,Spain,Male,26.0,36308.93,139584.57,1,0,0,0,4
550,Germany,Male,52.0,41730.37,121016.23,1,1,1,1,5
486,France,Male,26.0,31399.4,0.0,2,1,1,0,2
598,Germany,Male,59.0,60192.14,118210.42,2,0,0,1,8
675,Spain,Male,35.0,29062.25,0.0,2,0,0,0,8
755,France,Female,29.0,28805.09,148654.84,2,1,1,0,4
656,Spain,Male,32.0,133814.28,136963.12,1,0,0,0,5
644,Germany,Male,47.0,151902.78,137774.11,2,0,0,0,9
598,France,Female,32.0,167376.26,111156.52,1,1,1,0,4
850,Spain,Female,31.0,31022.56,121237.65,1,1,1,0,3
679,France,Male,36.0,188997.08,97234.58,1,0,0,0,1
632,France,Male,60.0,2085.32,0.0,2,1,1,0,2
550,Spain,Male,45.0,70399.71,0.0,2,1,1,0,0
572,Germany,Female,54.0,195771.95,97382.53,1,1,1,0,9
626,Germany,Female,47.0,166475.44,103108.8,1,1,1,1,2
625,Spain,Female,57.0,84106.17,0.0,1,0,0,1,7
515,France,Female,58.0,81436.68,131852.81,1,0,0,1,2
612,Spain,Male,35.0,83256.26,0.0,1,1,1,1,1
628,Spain,Female,39.0,117523.41,107553.33,1,0,0,0,8
529,Spain,Female,43.0,79476.63,0.0,2,0,0,0,5
668,Germany,Female,46.0,173052.19,161806.09,1,1,1,0,7
526,France,Male,30.0,100995.68,0.0,2,0,0,0,9
791,France,Female,52.0,122782.5,0.0,1,1,1,0,7
573,France,Male,27.0,11631.34,128243.03,1,1,1,0,2
565,France,Female,38.0,168303.55,126645.13,1,1,1,0,5
604,France,Female,47.0,9308.1,62094.71,3,0,0,1,8
656,France,Male,37.0,153157.97,112291.34,1,0,0,0,7
447,France,Female,44.0,75408.24,89188.83,1,1,1,0,5
682,France,Male,55.0,153356.8,0.0,1,0,0,1,9
437,Spain,Male,28.0,152987.42,109161.25,1,0,0,0,2
792,Spain,Male,47.0,5557.88,0.0,1,1,1,1,0
627,Spain,Female,25.0,194313.93,0.0,1,1,1,0,4
767,France,Female,34.0,94767.77,0.0,2,0,0,0,8
686,France,Male,26.0,1540.89,0.0,2,0,0,0,7
789,France,Female,53.0,5036.39,158271.74,1,1,1,1,1
794,France,Male,56.0,71776.76,96951.21,1,1,1,0,9
587,Germany,Male,35.0,23481.69,121863.61,1,1,1,1,5
589,Germany,Female,19.0,143022.31,83495.11,1,1,1,1,9
543,Germany,Female,25.0,161407.48,146566.01,1,1,1,0,1
589,Spain,Female,45.0,125939.22,0.0,1,0,0,1,1
701,Germany,Male,23.0,76611.33,186101.18,2,1,1,0,5
850,France,Male,40.0,136985.08,0.0,1,0,0,1,6
726,Germany,Female,51.0,140937.91,107494.86,2,0,0,1,8
767,Spain,Male,47.0,48161.18,0.0,1,0,0,1,2
648,Spain,Male,36.0,130041.45,146943.38,2,1,1,0,8
651,Spain,Female,36.0,91652.43,0.0,2,0,0,0,8
633,France,Female,36.0,125961.48,125130.28,1,0,0,0,6
740,France,Female,37.0,73225.31,0.0,2,1,1,0,9
592,France,Female,34.0,20460.2,0.0,2,1,1,0,9
670,France,Female,41.0,81602.02,0.0,3,0,0,0,10
628,France,Male,36.0,8742.91,0.0,2,1,1,0,3
745,France,Male,47.0,145789.71,0.0,2,0,0,0,5
705,France,Male,32.0,129576.99,0.0,2,0,0,0,3
559,France,Female,42.0,190040.29,0.0,2,1,1,0,7
595,France,Male,29.0,87771.06,150685.79,1,0,0,0,6
492,France,Male,35.0,39519.53,141359.37,2,0,0,0,4
498,France,Female,29.0,190035.83,0.0,1,0,0,0,9
655,France,Female,39.0,148948.52,94631.26,2,1,1,0,6
636,France,Female,39.0,184691.77,118336.14,1,0,0,0,3
634,France,Female,45.0,143458.31,0.0,1,1,1,0,2
793,Spain,Male,63.0,27166.75,0.0,2,1,1,0,0
526,Germany,Male,50.0,159456.87,124233.24,1,1,1,1,5
768,France,Female,26.0,70454.79,51116.26,1,1,1,1,5
540,Germany,Male,64.0,95421.0,91869.69,1,1,1,0,1
732,France,Female,34.0,187985.85,122338.43,2,0,0,0,8
617,France,Female,30.0,92621.9,0.0,1,1,1,0,8
637,Spain,Female,54.0,150836.98,0.0,1,1,1,0,5
573,France,Male,26.0,90177.3,86270.93,2,1,1,0,8
531,France,Male,44.0,34416.79,0.0,2,1,1,0,3
489,France,Female,38.0,85231.88,117289.92,1,0,0,0,5
601,France,Male,35.0,118983.18,0.0,2,1,1,0,2
452,Germany,Male,33.0,111868.23,153663.27,1,0,0,0,7
728,Spain,Female,29.0,83056.22,0.0,1,1,1,0,1
590,Germany,Female,27.0,1676.92,123599.49,2,0,0,0,8
490,France,Male,29.0,32089.57,0.0,2,0,0,0,4
596,Spain,Female,76.0,13455.43,134208.25,1,1,1,0,9
635,France,Male,29.0,24865.54,0.0,1,1,1,0,1
782,Germany,Male,35.0,117644.36,98556.89,2,0,0,0,7
790,Spain,Female,37.0,98897.32,0.0,3,0,0,0,3
587,France,Male,40.0,106174.7,0.0,4,1,1,1,2
794,Spain,Female,46.0,46386.37,134593.79,1,1,1,0,8
515,France,Male,41.0,185054.14,0.0,2,1,1,0,8
746,Spain,Male,24.0,47997.39,68781.82,1,1,1,0,10
667,Germany,Female,56.0,130846.79,137464.04,1,0,0,1,8
709,France,Male,32.0,40861.55,147307.91,1,1,1,0,4
536,France,Female,35.0,171840.24,0.0,1,0,0,1,8
711,France,Female,41.0,101455.07,145754.91,1,1,1,0,3
753,France,Male,46.0,90747.94,0.0,3,0,0,1,8
748,France,Male,44.0,2048.55,112610.77,1,1,1,0,4
623,France,Female,57.0,84421.34,71481.79,2,1,1,0,7
465,France,Male,33.0,78698.09,0.0,2,1,1,0,5
640,Spain,Female,34.0,168544.85,77826.8,1,1,1,0,3
562,France,Male,75.0,39351.64,87140.85,1,1,1,0,5
502,Germany,Female,42.0,28204.98,132002.7,1,1,1,1,0
536,France,Male,32.0,22375.14,178011.5,2,0,0,0,7
670,Germany,Female,32.0,134942.45,102954.68,2,1,1,0,4
775,Germany,Male,51.0,134901.57,123783.25,1,1,1,0,2
759,Germany,Male,30.0,8693.8,101802.67,1,0,0,0,4
604,France,Male,33.0,42437.75,148659.48,1,0,0,0,3
766,Germany,Female,62.0,5893.23,142724.48,1,1,1,1,7
554,Spain,Female,41.0,36242.19,112152.89,1,1,1,0,4
487,France,Female,53.0,90076.85,89550.85,1,1,1,0,10
725,France,Male,35.0,150507.43,75915.75,1,0,0,0,7
732,Germany,Female,42.0,87422.15,118889.66,2,0,0,0,2
623,France,Male,40.0,192867.4,118788.57,1,0,0,0,5
781,France,Female,42.0,175674.01,156555.54,1,1,1,0,3
714,Germany,Male,53.0,72496.05,99141.86,1,1,1,1,1
577,Germany,Female,31.0,145250.43,61211.18,1,1,1,0,4
731,Spain,Female,37.0,180712.52,128932.4,1,1,1,0,1
650,Spain,Female,23.0,180622.43,0.0,1,1,1,0,5
779,France,Male,32.0,86306.75,80728.15,1,0,0,0,10
706,Spain,Female,46.0,150156.82,127660.46,2,0,0,1,2
733,Spain,Male,44.0,101617.43,106070.89,1,1,1,0,3
579,Germany,Female,42.0,85424.34,137560.38,2,1,1,0,3
476,Germany,Female,34.0,197221.81,111905.43,1,1,1,1,8
775,France,Male,40.0,70196.57,126212.64,1,0,0,0,9
538,Spain,Male,68.0,110440.5,0.0,2,0,0,1,9
602,France,Male,38.0,124389.61,111835.94,2,0,0,0,7
615,France,Male,30.0,3183.15,0.0,2,0,0,0,8
700,Germany,Female,28.0,146723.72,99705.69,2,0,0,0,3
615,France,Male,32.0,2139.25,0.0,2,0,0,0,1
544,Germany,Male,44.0,69228.2,108895.93,1,0,0,1,2
573,Spain,Male,56.0,115462.27,154669.77,1,1,1,1,3
555,Spain,Male,50.0,62375.1,128061.0,2,1,1,0,7
692,France,Female,31.0,91829.17,0.0,2,0,0,1,2
476,France,Female,40.0,182547.04,0.0,2,0,0,0,4
770,Spain,Male,46.0,14725.36,190678.02,1,1,1,0,9
641,France,Female,40.0,126996.67,0.0,1,0,0,0,7
705,France,Female,35.0,133991.11,0.0,1,0,0,1,5
784,France,Male,38.0,169920.92,136712.91,1,1,1,0,5
727,Spain,Female,52.0,80259.67,154733.97,1,0,0,1,1
576,France,Female,41.0,191035.18,112609.91,1,0,0,1,4
646,Spain,Male,69.0,40421.87,115462.44,1,0,0,0,10
638,France,Male,34.0,155643.04,133501.36,1,1,1,0,5
632,Germany,Male,30.0,78670.52,58668.02,1,1,1,0,1
850,Spain,Male,44.0,104240.77,89118.26,1,0,0,1,7
492,France,Female,28.0,95957.09,0.0,2,0,0,0,9
673,Germany,Female,77.0,59595.66,76510.52,2,1,1,0,10
609,Spain,Male,34.0,46266.63,140694.78,2,0,0,0,7
701,Germany,Male,36.0,189085.07,95448.32,2,0,0,0,7
651,France,Male,34.0,123954.15,91562.99,1,1,1,0,4
508,France,Male,31.0,129803.08,72541.48,1,0,0,0,8
616,Spain,Female,43.0,18761.92,120867.18,1,0,0,1,3
489,France,Male,34.0,43540.59,0.0,1,0,0,0,5
567,Spain,Female,45.0,62193.92,157320.51,1,0,0,0,1
714,Spain,Male,27.0,129130.09,0.0,3,1,1,0,3
678,Germany,Female,30.0,16146.0,139676.95,2,1,1,0,1
581,France,Female,55.0,22442.13,0.0,1,1,1,0,6
748,Spain,Male,60.0,78194.37,0.0,2,1,1,0,3
781,France,Female,19.0,124297.32,0.0,2,1,1,0,3
691,Spain,Male,21.0,104648.58,103000.94,1,1,1,0,3
507,Germany,Male,31.0,166423.66,134237.07,1,1,1,1,2
724,Germany,Male,34.0,157137.23,118235.7,2,0,0,0,6
705,Spain,Female,57.0,34134.14,0.0,2,1,1,0,3
708,Spain,Female,64.0,112520.07,0.0,3,1,1,1,5
580,Germany,Male,38.0,128481.5,115442.19,2,0,0,1,9
850,France,Male,38.0,16491.64,0.0,2,0,0,0,5
714,Spain,Male,25.0,132979.43,0.0,1,1,1,0,2
559,France,Female,43.0,196645.87,0.0,2,1,1,0,1
577,Spain,Female,44.0,127506.76,115557.0,1,1,1,0,8
647,Germany,Female,35.0,147930.46,166518.63,2,0,0,0,3
554,Spain,Male,30.0,179689.05,135370.12,1,1,1,1,6
549,Germany,Male,54.0,2619.64,92877.33,1,0,0,1,5
528,France,Female,26.0,166799.93,102073.67,2,0,0,0,10
720,Germany,Male,46.0,133516.51,97042.6,1,1,1,1,3
743,Spain,Male,41.0,163736.09,0.0,1,0,0,1,7
615,Germany,Male,24.0,179488.41,108528.07,2,0,0,1,8
635,Germany,Female,44.0,113291.75,79064.85,2,1,1,0,2
686,Spain,Male,45.0,64907.48,74274.87,3,0,0,1,3
840,Spain,Female,36.0,141364.27,0.0,2,0,0,0,6
695,France,Male,43.0,101141.28,100421.1,1,1,1,0,1
564,France,Male,26.0,183490.99,84006.88,2,0,0,0,7
805,France,Female,31.0,4798.12,0.0,2,0,0,0,4
558,Spain,Male,45.0,131807.14,0.0,1,0,0,0,4
657,France,Female,39.0,97192.76,80293.81,1,0,0,0,4
641,France,Female,42.0,164128.58,125437.14,2,0,0,0,7
755,France,Male,36.0,176809.87,0.0,2,0,0,0,8
483,France,Male,48.0,110059.38,0.0,2,1,1,0,1
545,Germany,Female,44.0,108398.63,127536.44,1,0,0,0,2
678,France,Male,66.0,47117.03,0.0,2,1,1,0,8
781,Germany,Female,48.0,124720.68,82794.18,1,0,0,1,9
571,Spain,Female,22.0,53328.7,108117.1,1,1,1,0,3
634,Spain,Female,35.0,82634.41,0.0,1,0,0,0,10
523,Germany,Male,27.0,147059.16,61688.61,2,0,0,0,8
501,France,Female,40.0,141946.92,0.0,2,0,0,0,2
662,France,Male,74.0,123583.85,0.0,2,0,0,0,6
573,Spain,Male,50.0,155915.24,159304.07,1,1,1,1,0
648,Germany,Male,33.0,29076.27,138664.24,1,0,0,0,5
662,France,Female,22.0,97382.8,126362.57,2,1,1,0,2
725,France,Male,39.0,57643.55,160652.45,2,0,0,0,4
563,France,Female,35.0,66006.75,183572.84,1,1,1,1,2
628,France,Male,31.0,72350.47,88421.81,1,0,0,0,0
546,Spain,Female,45.0,197789.83,0.0,1,0,0,1,2
688,Germany,Male,41.0,65520.74,112871.19,2,1,1,0,2
850,Germany,Male,41.0,31825.84,60880.68,1,0,0,0,8
614,France,Female,34.0,185561.89,0.0,2,0,0,0,5
719,France,Female,37.0,25803.59,101455.7,1,0,0,1,9
757,France,Female,71.0,154337.47,88084.13,2,1,1,0,0
669,France,Male,29.0,138145.62,0.0,2,1,1,0,7
438,Germany,Male,59.0,51565.98,127197.14,1,0,0,1,7
492,France,Male,39.0,71323.23,0.0,2,1,1,0,7
622,France,Female,39.0,38882.34,83456.79,2,0,0,0,9
645,France,Male,42.0,676.06,98298.18,1,1,1,0,4
728,France,Male,37.0,72203.8,0.0,2,1,1,0,0
651,France,Male,35.0,174094.24,86911.8,1,0,0,0,2
783,Germany,Female,42.0,2150.22,139707.28,1,0,0,0,2
732,Spain,Female,67.0,177783.04,0.0,2,1,1,0,1
553,Spain,Female,39.0,44363.42,142876.98,2,0,0,0,1
660,France,Male,30.0,96847.91,146301.31,1,0,0,0,7
670,France,Female,40.0,148579.43,47364.45,1,1,1,1,3
718,France,Male,38.0,38308.34,0.0,2,0,0,0,7
787,France,Male,51.0,142538.31,58137.08,1,1,1,0,0
775,Germany,Female,38.0,153122.58,179886.41,2,0,0,0,6
479,Germany,Male,24.0,169505.83,107637.97,2,1,1,0,6
660,France,Female,20.0,57929.9,167685.56,1,0,0,0,6
721,Germany,Male,68.0,175399.14,136525.99,1,0,0,0,4
659,Germany,Male,39.0,107964.36,52106.33,2,1,1,0,8
743,France,Female,39.0,94263.44,0.0,1,0,0,0,8
670,France,Female,45.0,155921.81,104930.38,1,0,0,1,9
766,Germany,Female,34.0,137995.66,106434.94,1,1,1,1,6
845,Spain,Female,38.0,179631.85,112803.92,1,0,0,0,2
710,Germany,Female,46.0,166586.99,120530.34,1,0,0,1,10
602,Germany,Female,43.0,115116.35,113641.49,4,0,0,1,2
604,Spain,Male,43.0,23881.62,145081.72,1,1,1,0,2
564,Spain,Female,35.0,105837.38,0.0,2,1,1,0,9
637,Germany,Female,27.0,101418.05,135842.89,1,1,1,0,7
527,France,Female,31.0,182266.01,112203.25,1,0,0,0,1
687,France,Male,34.0,28698.17,129895.19,1,1,1,0,7
756,Germany,Male,41.0,50422.36,149049.92,1,1,1,1,6
503,Germany,Male,42.0,151336.96,153279.39,1,1,1,0,9
657,Spain,Male,42.0,112979.6,41473.33,1,0,0,1,5
666,France,Female,40.0,36371.27,0.0,2,0,0,0,2
615,Germany,Male,39.0,52166.25,113193.51,2,1,1,0,5
712,Germany,Male,27.0,147261.58,113174.21,2,0,0,0,8
764,France,Female,24.0,88724.49,0.0,2,0,0,0,0
471,France,Male,42.0,190531.77,164951.56,1,0,0,0,3
608,Spain,Male,27.0,199953.33,153325.1,1,1,1,0,4
682,Spain,Female,47.0,144290.97,134032.01,1,0,0,0,10
587,Germany,Female,32.0,130514.78,125445.04,2,1,1,0,3
714,Germany,Female,35.0,53954.24,126077.43,2,1,1,0,6
630,Spain,Female,31.0,169802.73,0.0,2,1,1,0,1
648,Germany,Female,28.0,146851.73,90371.09,1,1,1,0,8
785,France,Female,40.0,96832.82,0.0,2,1,1,0,3
601,Germany,Female,47.0,57553.02,142802.02,1,1,1,0,1
717,France,Female,28.0,74800.99,90537.16,1,1,1,0,1
707,France,Female,44.0,192542.17,0.0,2,1,1,0,6
771,France,Female,23.0,72990.62,156123.73,1,0,0,0,7
602,France,Female,35.0,31050.02,0.0,2,0,0,0,5
626,France,Male,38.0,52795.56,141074.59,1,0,0,1,7
588,Spain,Male,59.0,27435.41,0.0,2,1,1,0,4
616,Germany,Female,42.0,150266.81,117899.95,2,0,0,0,6
621,Spain,Male,33.0,40299.23,0.0,2,1,1,0,4
674,France,Male,26.0,149369.41,166257.96,1,1,1,0,6
633,Spain,Female,46.0,120250.58,0.0,2,0,0,0,3
698,Germany,Female,64.0,84760.32,169362.43,1,0,0,1,1
508,France,Male,26.0,156424.4,205962.0,1,0,0,0,7
736,France,Female,24.0,109355.73,0.0,2,0,0,1,0
672,Germany,Male,68.0,184936.77,126061.51,2,1,1,0,0
613,France,Female,21.0,36560.51,105627.95,1,1,1,0,7
712,France,Male,32.0,165693.06,100606.02,1,0,0,0,9
624,France,Female,38.0,163666.85,0.0,2,1,1,0,3
676,France,Male,38.0,35644.79,0.0,2,1,1,0,1
683,Germany,Female,32.0,188203.58,138171.1,2,1,1,0,0
489,France,Female,31.0,6120.84,139395.08,1,1,1,0,7
739,France,Male,29.0,164484.78,0.0,2,1,1,0,1
701,France,Female,37.0,164268.28,0.0,2,1,1,0,3
666,Germany,Female,50.0,140136.1,109062.28,1,1,1,1,7
565,Germany,Female,40.0,121084.27,89994.71,2,1,1,0,1
666,France,Male,36.0,35156.54,0.0,2,0,0,0,3
633,France,Male,59.0,103159.11,103996.74,1,1,1,0,2
578,France,Male,34.0,74858.3,175111.11,1,1,1,0,4
812,Spain,Female,49.0,91556.57,66079.45,2,0,0,1,8
809,Germany,Male,33.0,199203.21,148055.74,1,0,0,0,8
615,France,Male,36.0,27011.8,0.0,1,1,1,1,6
684,Spain,Female,31.0,188637.05,0.0,2,0,0,0,8
544,France,Male,40.0,61581.2,0.0,2,0,0,0,8
713,Germany,Male,47.0,197529.23,95994.98,1,0,0,0,1
633,France,Male,37.0,182258.17,0.0,2,0,0,0,2
672,Germany,Female,23.0,80778.5,110741.56,1,0,0,0,10
661,France,Male,35.0,155394.52,0.0,1,0,0,0,5
749,Spain,Female,28.0,3408.7,0.0,1,0,0,0,3
635,Spain,Female,32.0,19367.98,0.0,2,1,1,1,8
850,Germany,Female,70.0,62282.99,96947.58,3,0,0,1,1
641,France,Male,41.0,65396.79,0.0,2,0,0,0,6
633,Germany,Male,30.0,139712.81,109786.82,2,1,1,0,2
413,Spain,Male,35.0,60972.84,0.0,2,1,1,0,2
538,France,Male,31.0,1375.46,0.0,2,0,0,0,1
437,France,Female,39.0,22191.82,102721.49,1,0,0,0,0
612,Spain,Male,33.0,8973.67,69478.57,1,0,0,1,5
516,Germany,Female,53.0,118502.34,156674.2,1,0,0,1,1
826,Spain,Female,56.0,161802.82,174506.1,2,1,1,1,8
660,Germany,Female,23.0,90494.72,166070.48,2,0,0,0,6
646,Germany,Female,29.0,15470.91,105957.44,1,0,0,0,4
767,France,Male,36.0,65147.27,0.0,1,0,0,0,3
640,France,Male,40.0,157886.6,110340.68,1,1,1,0,8
778,France,Male,33.0,85439.73,0.0,2,0,0,0,1
679,Germany,Male,52.0,54038.62,135870.01,2,0,0,0,9
549,France,Male,31.0,25684.85,0.0,2,1,1,0,4
598,France,Male,47.0,186116.54,0.0,2,1,1,0,2
655,France,Female,45.0,166830.71,0.0,2,0,0,0,0
494,France,Male,30.0,27886.06,85704.95,1,1,1,0,3
653,France,Female,42.0,5768.32,0.0,2,1,1,0,1
539,Germany,Female,38.0,80575.44,105435.74,1,0,0,1,8
645,France,Female,37.0,68987.55,0.0,2,1,1,0,1
751,Germany,Male,34.0,27097.82,108513.25,2,1,1,0,9
528,France,Male,35.0,199320.77,156687.1,1,0,0,0,3
696,Germany,Male,31.0,5566.6,150604.52,1,0,0,0,3
716,France,Female,44.0,133871.83,155114.9,1,0,0,0,6
602,France,Female,35.0,152843.53,0.0,2,1,1,0,8
647,Spain,Female,64.0,41800.18,91216.0,1,1,1,0,1
850,Germany,Male,61.0,92053.75,141784.02,1,1,1,0,3
590,France,Female,32.0,100717.54,127763.24,1,0,0,0,0
825,Spain,Female,32.0,42935.15,0.0,2,1,1,0,1
850,Spain,Male,31.0,149170.92,82613.56,2,0,0,0,6
789,France,Female,32.0,107499.39,69423.52,1,0,0,0,7
701,France,Female,42.0,153342.38,86167.82,1,0,0,0,6
713,Spain,Female,47.0,107825.08,0.0,1,0,0,1,1
570,France,Male,30.0,47952.45,131406.56,1,1,1,0,2
536,Germany,Female,44.0,131007.18,121898.82,1,0,0,0,4
771,Germany,Male,32.0,33143.04,77487.2,1,0,0,0,9
512,France,Female,75.0,123304.62,0.0,1,0,0,0,2
698,Spain,Male,45.0,141970.02,164450.94,1,0,0,1,5
656,France,Male,33.0,37136.15,138705.02,2,0,0,0,7
761,Spain,Male,37.0,199293.01,132730.17,1,0,0,0,7
709,France,Female,30.0,161388.22,0.0,2,1,1,0,5
597,Spain,Female,66.0,70532.53,0.0,1,1,1,0,3
592,France,Male,28.0,144290.25,116498.22,1,0,0,0,2
599,France,Female,41.0,96069.82,0.0,2,0,0,0,1
572,Germany,Female,35.0,185662.84,139979.07,1,0,0,0,1
611,Germany,Female,43.0,17913.25,127216.31,2,1,1,0,9
634,France,Female,45.0,101039.53,0.0,4,0,0,1,2
666,France,Male,51.0,156953.54,148222.65,1,0,0,1,2
696,France,Female,41.0,28276.83,0.0,2,0,0,0,8
669,France,Female,38.0,84049.16,0.0,2,0,0,0,8
726,Spain,Male,30.0,147822.44,134152.29,1,1,1,0,8
497,Germany,Female,32.0,9497.99,111537.23,4,1,1,1,8
750,Spain,Female,39.0,87067.73,119565.92,1,0,0,0,7
850,Spain,Female,29.0,23237.25,0.0,2,0,0,0,7
617,Spain,Male,38.0,27239.28,0.0,1,1,1,0,7
652,Germany,Male,46.0,151481.86,121063.8,3,0,0,1,10
560,Spain,Female,27.0,114669.79,124995.98,1,1,1,0,7
629,Spain,Male,39.0,116748.14,0.0,2,0,0,0,5
660,Germany,Female,52.0,90877.76,86891.84,1,0,0,0,4
676,France,Male,38.0,133692.88,0.0,2,1,1,0,8
581,Spain,Male,43.0,30662.91,78022.61,1,1,1,0,9
798,France,Male,34.0,191395.88,154495.79,1,0,0,0,9
705,France,Male,38.0,106648.58,189443.72,1,1,1,0,1
714,Spain,Female,31.0,50899.91,152926.6,1,1,1,0,6
664,France,Female,44.0,115452.51,142989.69,1,1,1,1,8
697,Germany,Male,43.0,64139.1,115371.94,2,0,0,0,7
609,France,Male,37.0,22030.72,0.0,2,1,1,0,6
548,Spain,Male,38.0,38434.73,178056.54,2,0,0,0,0
850,Spain,Male,39.0,42774.84,206014.94,2,1,1,1,6
656,France,Male,41.0,158973.77,0.0,2,0,0,0,2
727,Germany,Male,37.0,34551.35,101191.83,1,1,1,1,9
642,France,Female,55.0,101515.76,0.0,2,1,1,0,7
710,Spain,Female,31.0,9561.73,0.0,2,0,0,0,5
710,Spain,Male,33.0,168313.17,0.0,2,0,0,0,1
718,France,Female,37.0,55100.09,0.0,2,1,1,0,7
586,Germany,Male,32.0,31830.06,149814.54,1,0,0,0,1
617,Spain,Female,36.0,71519.4,115617.24,1,1,1,0,7
630,France,Male,28.0,32599.35,0.0,2,0,0,0,9
791,Germany,Female,42.0,139946.68,113657.41,2,1,1,1,10
673,Spain,Male,39.0,110468.51,138160.0,1,1,1,0,8
477,Germany,Female,36.0,74042.0,117700.86,1,0,0,0,3
662,France,Female,37.0,151871.84,0.0,2,0,0,0,5
850,Germany,Male,37.0,199693.84,122506.38,1,1,1,1,9
635,France,Female,58.0,58907.08,0.0,1,1,1,1,1
537,France,Male,59.0,103799.77,0.0,2,0,0,1,9
579,France,Female,39.0,93835.64,166501.17,2,0,0,0,3
651,Spain,Female,46.0,156425.57,89743.05,1,0,0,1,4
610,France,Female,25.0,123723.83,0.0,2,0,0,0,2
581,France,Male,30.0,199464.08,0.0,2,0,0,0,1
592,France,Male,39.0,83084.33,0.0,2,0,0,0,7
688,Spain,Female,35.0,25488.43,0.0,1,0,0,1,6
681,France,Female,18.0,9596.4,98894.39,1,1,1,0,1
658,Germany,Male,37.0,70370.24,168735.74,2,0,0,0,3
792,France,Male,34.0,86330.32,0.0,1,1,1,0,1
528,Germany,Female,62.0,168507.68,133201.17,1,0,0,1,7
624,Spain,Female,36.0,111605.9,0.0,2,0,0,0,0
562,Germany,Male,31.0,143317.42,127237.25,2,1,1,0,4
678,Germany,Male,36.0,27619.06,117864.85,2,0,0,0,1
705,Germany,Female,64.0,146573.66,153469.26,3,0,0,1,3
650,Germany,Male,23.0,69055.45,93911.3,2,0,0,0,4
593,Spain,Female,46.0,54453.72,76597.79,1,1,1,0,2
652,France,Female,40.0,33524.6,79927.36,2,1,1,0,4
554,Spain,Female,27.0,135083.73,0.0,2,1,1,0,4
584,Germany,Male,32.0,137439.34,40172.91,1,1,1,0,8
516,France,Male,33.0,11205.5,115195.58,1,1,1,0,7
789,Germany,Female,43.0,60176.1,116644.29,2,1,1,0,9
598,Germany,Male,20.0,29552.7,180293.84,2,1,1,0,8
669,Germany,Female,30.0,188795.85,139872.81,1,0,0,0,7
645,France,Female,24.0,11638.17,34547.82,1,1,1,0,3
659,France,Female,32.0,93155.75,0.0,2,1,1,0,9
833,Germany,Male,29.0,48986.18,96462.25,2,1,1,0,1
697,Spain,Female,40.0,116951.1,130334.35,2,1,1,0,7
580,Germany,Male,39.0,137041.26,119688.81,1,0,0,0,3
691,France,Male,38.0,44653.5,0.0,2,0,0,0,1
534,France,Male,52.0,104035.41,0.0,3,1,1,1,1
478,France,Female,32.0,110593.62,71187.24,1,1,1,0,6
572,France,Female,47.0,36099.7,0.0,2,0,0,0,2
501,France,Male,37.0,12470.3,0.0,2,0,0,0,4
624,Spain,Female,38.0,95403.41,0.0,2,0,0,0,8
595,France,Female,39.0,151757.81,136422.41,1,1,1,0,9
603,France,Male,30.0,47536.46,0.0,2,1,1,0,8
